event_id,timestamp,user,host,source_ip,event_type,mitre_tactic,mitre_technique
d1247468-aeda-4f00-b47f-4b6db9af15f3,2026-01-16T13:53:13.667849+00:00,charlie,win-02,10.0.0.10,process_start,TA0002,T1059.001
a8781ab5-749e-4746-8e23-440dd80bbe59,2026-01-16T13:53:16.735645+00:00,charlie,win-03,10.0.0.12,user_login,TA0001,T1078
5f67fd8d-5539-40dd-a519-744b2f36b56c,2026-01-16T13:53:17.781518+00:00,charlie,win-01,10.0.0.12,user_login,TA0006,T1110
1a9a7256-ca18-4c60-b52c-2a33c9b9283d,2026-01-16T13:53:19.096858+00:00,charlie,win-01,10.0.0.12,user_login,TA0001,T1078
6ec0b2d9-969f-467a-b32f-cf6d9dc6fa7f,2026-01-16T13:53:21.678211+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059.003
ebdcaa91-2e14-4fac-9164-b14db2c97f46,2026-01-16T13:53:25.274471+00:00,charlie,win-01,10.0.0.12,process_start,TA0002,T1059
2287b32d-a81b-4960-8a9e-22e2d790d1f7,2026-01-16T13:53:27.942602+00:00,alice,win-01,10.0.0.11,process_start,TA0002,T1059
d32931d0-b4f9-4164-8918-75e806c70b08,2026-01-16T13:53:29.486101+00:00,bob,win-03,10.0.0.12,user_login,TA0001,T1078
ed4879c4-0806-476c-9a5b-6c7f1967b463,2026-01-16T13:53:32.624133+00:00,bob,win-02,10.0.0.12,user_login,TA0006,T1110
f8745b8b-c334-48a9-8f72-8f4d85859084,2026-01-16T13:53:36.214670+00:00,alice,win-02,10.0.0.11,user_login,TA0006,T1110
615cc463-9afd-4bcc-b9cc-03336f6b561d,2026-01-16T13:53:38.520987+00:00,alice,win-01,10.0.0.11,process_start,TA0002,T1059.003
93d60a18-fba1-4a1e-8174-26a9b87ee0bd,2026-01-16T13:53:43.444556+00:00,admin,win-01,10.0.0.11,user_login,TA0006,T1110
61756c2e-1da7-47c7-92d1-83882ffd1101,2026-01-16T13:53:48.417516+00:00,admin,win-03,10.0.0.10,process_start,TA0002,T1059
cfcc259b-d149-4c99-8b5e-a9dffc0fba41,2026-01-16T13:53:50.432611+00:00,bob,win-01,10.0.0.10,process_start,TA0002,T1059.003
104b2cea-bc75-4270-88c5-641a531046c4,2026-01-16T13:53:54.148317+00:00,alice,win-01,10.0.0.11,user_login,TA0006,T1110
4729482d-99e0-44e8-85ca-e55756780513,2026-01-16T13:53:56.718258+00:00,charlie,win-02,10.0.0.12,user_login,TA0006,T1110
eb93a0c5-c869-4a8e-a59a-b6c8d238c45c,2026-01-16T13:54:00.711489+00:00,alice,win-02,10.0.0.12,user_login,TA0006,T1110
8709313a-ef53-42d0-b24c-fbd99dd13f1d,2026-01-16T13:54:04.507558+00:00,admin,win-02,10.0.0.10,process_start,TA0002,T1059
3883c1b0-2067-491a-a655-6437335a7a84,2026-01-16T13:54:08.740577+00:00,bob,win-03,10.0.0.11,user_login,TA0006,T1110
26055a22-a748-49d1-ab97-1f77374ebb1e,2026-01-16T13:54:13.150898+00:00,bob,win-02,10.0.0.12,user_login,TA0006,T1110
9286bfb8-7808-4712-bab0-21d6e1716ad1,2026-01-16T13:54:16.918940+00:00,alice,win-03,10.0.0.10,process_start,TA0002,T1059
944aaf41-41d1-490b-b464-f7ec6009cf21,2026-01-16T13:54:19.618098+00:00,charlie,win-03,10.0.0.10,user_login,TA0001,T1078
4e33c484-f6a9-42ea-96e0-d55c0af80f63,2026-01-16T13:54:22.475861+00:00,admin,win-01,10.0.0.12,user_login,TA0001,T1078
95686150-bab7-44cf-bbe5-11a3a75cb3e2,2026-01-16T13:54:27.257458+00:00,admin,win-02,10.0.0.10,process_start,TA0002,T1059
4309f2e1-1dd1-4913-9feb-d5c081cdd640,2026-01-16T13:54:29.068286+00:00,charlie,win-03,10.0.0.11,process_start,TA0002,T1059.001
76bf3836-57b2-4d8a-86ea-60580bc0950a,2026-01-16T13:54:32.513122+00:00,bob,win-01,10.0.0.12,user_login,TA0001,T1078
36d4437a-924a-48fe-8753-14ba812c3994,2026-01-16T13:54:36.098722+00:00,admin,win-01,10.0.0.11,user_login,TA0001,T1078
23dae323-8253-46de-aa1c-ec1094e735de,2026-01-16T13:54:39.914978+00:00,bob,win-01,10.0.0.10,process_start,TA0002,T1059.001
4ca3c82c-9bea-4f69-8d75-9f9aac8234be,2026-01-16T13:54:42.669882+00:00,alice,win-01,10.0.0.10,process_start,TA0002,T1059.003
21a7f111-15fe-43f0-ab27-43565230b4e5,2026-01-16T13:54:45.139842+00:00,alice,win-02,10.0.0.11,process_start,TA0002,T1059.001
a0399850-df9d-48c0-9c6e-21705322a8c5,2026-01-16T13:54:47.062313+00:00,alice,win-02,10.0.0.12,process_start,TA0002,T1059.001
303d5ba1-e0f2-41d9-bbb5-9def5f583502,2026-01-16T13:54:51.690478+00:00,charlie,win-01,10.0.0.10,user_login,TA0001,T1078
bef160d6-a95e-48a9-b06a-230082996049,2026-01-16T13:54:55.834530+00:00,charlie,win-03,10.0.0.11,user_login,TA0006,T1110
c17bc904-4542-4b74-98c7-d9728b7a7e67,2026-01-16T13:54:56.914646+00:00,admin,win-01,10.0.0.11,user_login,TA0006,T1110
1b79cde7-add9-449c-8374-e36dd148f6cc,2026-01-16T13:54:59.361300+00:00,alice,win-01,10.0.0.10,user_login,TA0001,T1078
20d98f37-d201-420b-a0ed-e994e584e2bc,2026-01-16T13:55:04.138172+00:00,admin,win-02,10.0.0.12,process_start,TA0002,T1059.003
d0ffb5c0-9940-43d2-81cd-bdbc177b1a07,2026-01-16T13:55:05.725629+00:00,bob,win-02,10.0.0.11,user_login,TA0006,T1110
059d77fb-e6b2-4a66-8793-e6c72e153822,2026-01-16T13:55:07.139529+00:00,admin,win-01,10.0.0.11,process_start,TA0002,T1059.001
758a91fe-2511-48b8-9ab1-17e5a9b07a65,2026-01-16T13:55:10.293421+00:00,bob,win-03,10.0.0.11,user_login,TA0001,T1078
eec4332d-788a-49fd-92c2-46dd45f06648,2026-01-16T13:55:12.364579+00:00,admin,win-02,10.0.0.10,user_login,TA0001,T1078
e1592ccd-3e99-4119-ac8c-ba0f35a6e20f,2026-01-16T13:55:16.838559+00:00,admin,win-03,10.0.0.11,process_start,TA0002,T1059
905b4576-3861-4ea6-9699-d164db7cf451,2026-01-16T13:55:21.758240+00:00,charlie,win-02,10.0.0.10,user_login,TA0006,T1110
a577c765-c6d2-4073-9f98-943004b44577,2026-01-16T13:55:24.594127+00:00,alice,win-01,10.0.0.12,user_login,TA0006,T1110
653ba9dd-28b5-4be0-b299-ed6a4d92168b,2026-01-16T13:55:28.516555+00:00,alice,win-01,10.0.0.10,user_login,TA0001,T1078
dfed841c-ac5a-4e83-86f9-f2b7afec7732,2026-01-16T13:55:31.831692+00:00,charlie,win-03,10.0.0.10,process_start,TA0002,T1059.001
d2fb0626-6821-4b43-b3cb-bdcd79055f49,2026-01-16T13:55:36.134278+00:00,alice,win-02,10.0.0.10,user_login,TA0001,T1078
677fa713-6ddc-439f-89bc-5363212c8b8e,2026-01-16T13:55:40.434991+00:00,charlie,win-01,10.0.0.12,user_login,TA0001,T1078
72dc3e18-d4d0-4826-b115-92562b7da56d,2026-01-16T13:55:42.919949+00:00,admin,win-03,10.0.0.12,user_login,TA0006,T1110
247cdc16-6408-4af1-a78a-d9b40158a717,2026-01-16T13:55:44.624397+00:00,charlie,win-02,10.0.0.10,user_login,TA0006,T1110
dc6345df-18a7-48be-8f7b-5548717826df,2026-01-16T13:55:48.053779+00:00,alice,win-03,10.0.0.12,process_start,TA0002,T1059.003
f325d88c-5277-421e-b331-5b0f1d049ef7,2026-01-16T13:55:51.916170+00:00,admin,win-03,10.0.0.11,process_start,TA0002,T1059.003
033254f0-3b88-42f7-937c-3663005ed6b2,2026-01-16T13:55:53.038566+00:00,charlie,win-03,10.0.0.10,process_start,TA0002,T1059.003
2014f402-60a3-41d9-89cc-b0bfaa2c1071,2026-01-16T13:55:56.900474+00:00,alice,win-02,10.0.0.11,user_login,TA0001,T1078
744f6216-5d51-4679-9e66-3132b41fdeb2,2026-01-16T13:56:00.503563+00:00,admin,win-03,10.0.0.10,process_start,TA0002,T1059.003
fc9c3a8b-a956-4bde-8de6-533c9d8078b6,2026-01-16T13:56:03.144532+00:00,charlie,win-01,10.0.0.11,user_login,TA0001,T1078
f962bd67-6bdd-49bb-bcc0-fcf266d75ea3,2026-01-16T13:56:06.934632+00:00,bob,win-01,10.0.0.12,user_login,TA0006,T1110
85ae6a9a-4663-48c1-b2e8-c56a15116609,2026-01-16T13:56:10.046667+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059
768f0d0c-3b31-4375-9648-81f81a8dc453,2026-01-16T13:56:12.379902+00:00,admin,win-03,10.0.0.11,user_login,TA0001,T1078
72111af1-f320-464a-bb41-05e505681c45,2026-01-16T13:56:14.588415+00:00,admin,win-03,10.0.0.11,user_login,TA0006,T1110
42c3ad5d-cad3-4f87-a451-37c785ec8246,2026-01-16T13:56:18.884518+00:00,charlie,win-02,10.0.0.10,process_start,TA0002,T1059.003
619b1063-71c7-411b-831e-86a5c2b69f41,2026-01-16T13:56:22.358206+00:00,admin,win-02,10.0.0.12,user_login,TA0001,T1078
0e9d5e19-ad3b-4122-80c0-b1ad453270c4,2026-01-16T13:56:23.501299+00:00,charlie,win-02,10.0.0.11,user_login,TA0006,T1110
1abef208-fbdd-4a8e-a6f8-5eba61546674,2026-01-16T13:56:26.022635+00:00,bob,win-01,10.0.0.12,user_login,TA0001,T1078
12975830-5223-47a9-a6af-370357677fc8,2026-01-16T13:56:27.109053+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059.001
d17012ba-f439-4cdb-8bb4-ae90c6bd6b9e,2026-01-16T13:56:28.862723+00:00,charlie,win-02,10.0.0.12,user_login,TA0006,T1110
bf18c022-a3fe-41c9-9794-059af3c59091,2026-01-16T13:56:33.478923+00:00,bob,win-02,10.0.0.12,process_start,TA0002,T1059
70c8eb0a-0dbb-4c03-b247-08e480640816,2026-01-16T13:56:36.206619+00:00,bob,win-03,10.0.0.11,user_login,TA0001,T1078
ab53a0d9-a1fe-4580-8c95-07a3396579fe,2026-01-16T13:56:38.763462+00:00,charlie,win-01,10.0.0.12,process_start,TA0002,T1059.003
150c9488-c15a-476d-9018-741dc55e686d,2026-01-16T13:56:42.408063+00:00,admin,win-03,10.0.0.11,user_login,TA0001,T1078
97132d17-8a35-4539-8174-a0e3e65c847e,2026-01-16T13:56:46.016176+00:00,bob,win-02,10.0.0.11,user_login,TA0006,T1110
9f11a098-8b54-4eba-9a77-9ef524f29709,2026-01-16T13:56:50.703843+00:00,alice,win-02,10.0.0.12,user_login,TA0006,T1110
a8926c97-2a38-4546-af11-6cd0d600330b,2026-01-16T13:56:52.543942+00:00,alice,win-01,10.0.0.12,user_login,TA0001,T1078
e598193d-f72a-4926-b0e1-7744b6cbc02c,2026-01-16T13:56:56.821656+00:00,bob,win-02,10.0.0.12,user_login,TA0001,T1078
95bb8ff8-ec14-46b1-b964-9d0ba1094f3f,2026-01-16T13:57:00.216133+00:00,admin,win-02,10.0.0.12,process_start,TA0002,T1059.001
1ca6155c-0e1d-47f4-9723-d8c0ff4e8aa0,2026-01-16T13:57:02.671302+00:00,alice,win-03,10.0.0.10,user_login,TA0001,T1078
eb222241-ec01-42d1-9413-93fdd27e1c66,2026-01-16T13:57:05.516544+00:00,admin,win-03,10.0.0.12,process_start,TA0002,T1059.003
711d552e-2afb-4ed5-8306-13ba0455a7e7,2026-01-16T13:57:07.408824+00:00,charlie,win-03,10.0.0.11,user_login,TA0006,T1110
ef54b8b8-eb8b-4503-a715-5c98e3b15e52,2026-01-16T13:57:12.167455+00:00,charlie,win-03,10.0.0.12,process_start,TA0002,T1059
2ce8d0c2-2657-499d-8067-2f3f5e210799,2026-01-16T13:57:16.761130+00:00,bob,win-02,10.0.0.10,user_login,TA0001,T1078
19007f74-69d7-42cf-9335-fe4a102288dc,2026-01-16T13:57:17.819572+00:00,charlie,win-02,10.0.0.11,process_start,TA0002,T1059.003
15f87fe2-b3af-4c89-a812-8922b9912218,2026-01-16T13:57:19.656354+00:00,bob,win-03,10.0.0.12,user_login,TA0006,T1110
6153949f-5f47-4a40-8848-18fdb0169446,2026-01-16T13:57:22.482213+00:00,charlie,win-03,10.0.0.10,process_start,TA0002,T1059.001
67d7b53d-b44c-434c-962e-adf11935c564,2026-01-16T13:57:24.042170+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059
a196e124-efec-4a1c-a960-169433d00d20,2026-01-16T13:57:26.172765+00:00,charlie,win-03,10.0.0.11,process_start,TA0002,T1059.001
6de51034-931a-41f9-9cb4-43e986314779,2026-01-16T13:57:29.157552+00:00,bob,win-03,10.0.0.12,user_login,TA0001,T1078
ab2fcc1b-6b9d-42bb-a909-f5fa3f6abaaa,2026-01-16T13:57:32.796206+00:00,charlie,win-03,10.0.0.10,user_login,TA0006,T1110
9f1d21bb-b4e2-4a37-9fd0-97002e244a1a,2026-01-16T13:57:35.935343+00:00,alice,win-01,10.0.0.10,user_login,TA0001,T1078
5a6a2607-dec2-414c-adb0-875501cd4bcd,2026-01-16T13:57:38.728246+00:00,bob,win-02,10.0.0.10,process_start,TA0002,T1059
8a40b6b3-8d4d-4f74-9d03-9f81b14ee12b,2026-01-16T13:57:42.265544+00:00,bob,win-03,10.0.0.10,process_start,TA0002,T1059.001
18b0235c-4f4e-4468-8515-cc6b3022960c,2026-01-16T13:57:45.839170+00:00,charlie,win-03,10.0.0.10,user_login,TA0001,T1078
45a1ab0b-2654-436e-a865-954411136569,2026-01-16T13:57:48.374772+00:00,admin,win-01,10.0.0.11,process_start,TA0002,T1059.001
ecc0e9b7-df75-411b-81ea-d290dc895c84,2026-01-16T13:57:50.842571+00:00,admin,win-01,10.0.0.12,process_start,TA0002,T1059.001
68d2e1cf-df89-4433-bba9-6383bca67c6e,2026-01-16T13:57:53.407160+00:00,admin,win-02,10.0.0.10,process_start,TA0002,T1059.001
c593a2dd-6bef-4d71-a048-a85d757854bb,2026-01-16T13:57:56.205893+00:00,admin,win-02,10.0.0.11,user_login,TA0001,T1078
f3c9e3f2-5033-4ca2-9e7e-7aa67a83276f,2026-01-16T13:58:00.447128+00:00,charlie,win-02,10.0.0.10,user_login,TA0006,T1110
ed90c3a7-a174-48d5-9755-6dd4ee03d35f,2026-01-16T13:58:04.819824+00:00,bob,win-03,10.0.0.10,user_login,TA0001,T1078
73bf7d4c-7d04-4c6e-b7b0-f88cc5473036,2026-01-16T13:58:08.654544+00:00,bob,win-01,10.0.0.12,user_login,TA0006,T1110
2c4c9bc9-1393-4749-b9e2-90c1707bbc3f,2026-01-16T13:58:12.601182+00:00,alice,win-01,10.0.0.11,user_login,TA0001,T1078
0deed862-0ace-4908-b4ea-9433ced8cf15,2026-01-16T13:58:15.067023+00:00,admin,win-03,10.0.0.12,process_start,TA0002,T1059.003
b6dc67df-fc3a-4b32-88e9-202de1351d18,2026-01-16T13:58:18.721303+00:00,admin,win-02,10.0.0.10,user_login,TA0001,T1078
0e8adde5-efa0-419b-ba3a-bb9b9cb23963,2026-01-16T13:58:22.130699+00:00,bob,win-02,10.0.0.11,process_start,TA0002,T1059
866461e6-da24-4209-b391-6705ddf27890,2026-01-16T13:58:23.902724+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059
f3c37555-3c9f-4224-8ef1-7eb775d0c375,2026-01-16T13:58:26.847871+00:00,admin,win-02,10.0.0.11,process_start,TA0002,T1059.001
6601679f-2c9c-4869-ba09-d817f61c2c68,2026-01-16T13:58:28.496413+00:00,admin,win-03,10.0.0.11,process_start,TA0002,T1059.003
a2f1be77-b3b6-4e40-95c1-ace1c43926a8,2026-01-16T13:58:30.601315+00:00,alice,win-03,10.0.0.12,process_start,TA0002,T1059.001
2f170599-7b1e-42d8-9b3f-77614762aa92,2026-01-16T13:58:33.023340+00:00,bob,win-03,10.0.0.10,user_login,TA0001,T1078
76873537-a4ea-4ba7-8fb8-6e1baf0022ca,2026-01-16T13:58:34.856296+00:00,admin,win-03,10.0.0.12,process_start,TA0002,T1059
82b65b20-9447-4072-b180-a5ba823e6a93,2026-01-16T13:58:39.651753+00:00,admin,win-03,10.0.0.10,process_start,TA0002,T1059.003
b11b958e-ff6a-449b-9f91-d1eb3664098f,2026-01-16T13:58:42.079231+00:00,charlie,win-02,10.0.0.11,process_start,TA0002,T1059
5429b14b-1049-4977-bae5-5ef7408f9882,2026-01-16T13:58:46.626270+00:00,alice,win-03,10.0.0.10,process_start,TA0002,T1059.001
d4f48964-683e-4a26-ab8b-452363acb495,2026-01-16T13:58:50.269621+00:00,bob,win-03,10.0.0.12,process_start,TA0002,T1059.003
c5729bb0-16f8-4ce4-ac2f-b21e387dcc9c,2026-01-16T13:58:51.397927+00:00,admin,win-02,10.0.0.10,process_start,TA0002,T1059
7735c386-4e03-4dc3-95fa-f66ed0ec32e5,2026-01-16T13:58:53.575648+00:00,charlie,win-03,10.0.0.10,user_login,TA0001,T1078
6f754a52-da8a-410b-8d1d-5c87532aacca,2026-01-16T13:58:54.755736+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059.001
b2ad996f-2758-4c68-9487-bd401f6025b8,2026-01-16T13:58:58.055907+00:00,bob,win-02,10.0.0.11,process_start,TA0002,T1059
9c9bad82-59db-48a6-a378-02321ac3578d,2026-01-16T13:59:02.113362+00:00,admin,win-02,10.0.0.10,process_start,TA0002,T1059
edbe8006-b540-47af-a276-26cd4de82ffc,2026-01-16T13:59:03.144886+00:00,alice,win-03,10.0.0.12,user_login,TA0001,T1078
c88f7ee2-ee04-4f64-9fee-79c886092315,2026-01-16T13:59:05.961858+00:00,alice,win-03,10.0.0.11,process_start,TA0002,T1059.003
37fd6eab-2242-4ae4-ba66-2f9780fa4fb9,2026-01-16T13:59:07.990466+00:00,bob,win-01,10.0.0.11,process_start,TA0002,T1059
1a98973c-0753-4dc1-83bb-b08b694fba5d,2026-01-16T13:59:09.034150+00:00,alice,win-03,10.0.0.10,user_login,TA0006,T1110
1d5cabd2-ac75-47bf-ab05-636a38f7eaf6,2026-01-16T13:59:11.952586+00:00,admin,win-02,10.0.0.12,user_login,TA0006,T1110
14f7717d-2ba6-4038-b00c-06ed63df0db9,2026-01-16T13:59:15.194409+00:00,charlie,win-01,10.0.0.12,user_login,TA0001,T1078
155d8e92-4cc3-4bf5-9af2-dc65f67101d8,2026-01-16T13:59:19.565002+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059
2c10eb02-3ee6-41cb-9a7c-b94d34053ba3,2026-01-16T13:59:23.852773+00:00,alice,win-03,10.0.0.12,user_login,TA0006,T1110
a1eb15ce-43b0-4871-9059-b8e74bc4f7c0,2026-01-16T13:59:24.864973+00:00,admin,win-03,10.0.0.11,process_start,TA0002,T1059.003
52022d73-361e-4090-a68c-24da41bf5000,2026-01-16T13:59:26.584969+00:00,admin,win-03,10.0.0.12,user_login,TA0001,T1078
aec831b9-3634-40ce-b165-260b999729e9,2026-01-16T13:59:29.575648+00:00,charlie,win-01,10.0.0.11,user_login,TA0001,T1078
d48a5de0-e00d-4da4-b021-ab238d1d168d,2026-01-16T13:59:30.954441+00:00,admin,win-01,10.0.0.10,user_login,TA0001,T1078
0d6f2090-7ec6-4e18-91c2-0427478c1468,2026-01-16T13:59:34.606213+00:00,alice,win-03,10.0.0.10,user_login,TA0001,T1078
2ac6c24b-e842-4daf-b0cf-f00163f0c680,2026-01-16T13:59:37.743994+00:00,charlie,win-03,10.0.0.11,process_start,TA0002,T1059.003
17e61756-508b-48f5-aee4-ed3136e18d65,2026-01-16T13:59:39.242197+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059.003
fa142a2a-d5fe-4000-ba0e-d8271f008f45,2026-01-16T13:59:42.912573+00:00,charlie,win-02,10.0.0.11,process_start,TA0002,T1059.003
463e2b7e-631b-4a64-885e-a5fe9185ef64,2026-01-16T13:59:44.597111+00:00,alice,win-02,10.0.0.11,process_start,TA0002,T1059.001
94eb9567-8146-4569-b37b-6caefec2018f,2026-01-16T13:59:48.994154+00:00,charlie,win-03,10.0.0.11,process_start,TA0002,T1059.001
27736ef0-44c7-4ffd-a3c0-b1319260d1df,2026-01-16T13:59:52.713448+00:00,charlie,win-03,10.0.0.12,user_login,TA0006,T1110
67fe48fb-e429-4793-a684-26ef6fb43db8,2026-01-16T13:59:54.192072+00:00,alice,win-02,10.0.0.12,user_login,TA0006,T1110
478760ed-ceca-4e17-9d55-33f2055387fa,2026-01-16T13:59:56.207935+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059.003
3a9bc827-740b-4843-b725-252cc4d453c2,2026-01-16T14:00:00.268526+00:00,charlie,win-01,10.0.0.10,user_login,TA0006,T1110
b167c6e6-0269-4747-8fd3-8e4e92e1daee,2026-01-16T14:00:03.596405+00:00,admin,win-02,10.0.0.11,user_login,TA0006,T1110
1b739850-64ea-4bc0-aeb3-64601ab1c9b1,2026-01-16T14:00:08.485945+00:00,admin,win-03,10.0.0.12,process_start,TA0002,T1059.001
85006379-1b6c-4e1e-9f29-884728bf26e5,2026-01-16T14:00:10.820314+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059.001
9aa84ac1-52d3-4042-b9fb-84b8e22f61f6,2026-01-16T14:00:15.534035+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059.001
db303989-423f-41df-bba4-2ccee4c0be3b,2026-01-16T14:00:18.397122+00:00,alice,win-03,10.0.0.10,user_login,TA0006,T1110
e493e2ae-9a50-46bb-b261-8a8ff56170d0,2026-01-16T14:00:20.817901+00:00,charlie,win-01,10.0.0.11,user_login,TA0001,T1078
0ae31b88-66ca-4de4-a993-cb7e75938e44,2026-01-16T14:00:23.575514+00:00,alice,win-01,10.0.0.11,process_start,TA0002,T1059.001
bf21727f-aa29-4e46-95d3-889b2ed1fef1,2026-01-16T14:00:28.843148+00:00,charlie,win-01,10.0.0.12,user_login,TA0001,T1078
bccac221-80f5-408b-a224-e135a08be6cd,2026-01-16T14:00:31.837715+00:00,alice,win-02,10.0.0.12,user_login,TA0001,T1078
83c707ee-f183-47ba-978c-f4c2a6550ea3,2026-01-16T14:00:34.921408+00:00,admin,win-02,10.0.0.12,user_login,TA0001,T1078
9e38c9e1-bd0e-4ba4-b095-c01e8ee1bf9c,2026-01-16T14:00:36.729430+00:00,bob,win-01,10.0.0.12,process_start,TA0002,T1059.001
f84c4033-482a-472b-bcb8-984d145abd79,2026-01-16T14:00:39.707180+00:00,admin,win-03,10.0.0.11,process_start,TA0002,T1059.001
65b5126d-bdd4-41e4-b02b-3de046d71300,2026-01-16T14:00:42.554057+00:00,admin,win-03,10.0.0.10,process_start,TA0002,T1059.003
61abb15d-3177-4126-bd19-7447eb8c6fa5,2026-01-16T14:00:43.844034+00:00,admin,win-03,10.0.0.11,user_login,TA0001,T1078
3817e271-a3ac-42c2-88f4-1b9ab7ae89e8,2026-01-16T14:00:48.361155+00:00,alice,win-02,10.0.0.11,user_login,TA0001,T1078
72b8fc5d-fcc3-4a3e-a4a2-11318acfe328,2026-01-16T14:00:51.012175+00:00,alice,win-03,10.0.0.11,user_login,TA0001,T1078
1671fe28-40b5-4bd5-a10e-a0f586c381bb,2026-01-16T14:00:54.360052+00:00,alice,win-03,10.0.0.12,process_start,TA0002,T1059
d2135f29-c174-4513-98b5-27be76cf1fb0,2026-01-16T14:00:55.410189+00:00,charlie,win-02,10.0.0.11,user_login,TA0001,T1078
898de491-9620-47ba-84b5-78b047d8a59f,2026-01-16T14:00:59.088889+00:00,admin,win-02,10.0.0.11,user_login,TA0006,T1110
fafd5298-ccd8-47cc-8c2f-c9ca3882cdd9,2026-01-16T14:01:01.865313+00:00,admin,win-02,10.0.0.12,process_start,TA0002,T1059.003
a5d76cb1-76ae-49db-863a-d0294cfbd0fa,2026-01-16T14:01:06.574637+00:00,bob,win-01,10.0.0.10,process_start,TA0002,T1059.001
2ff9d53d-f56a-43b5-85d7-31588e760b46,2026-01-16T14:01:07.735998+00:00,alice,win-01,10.0.0.10,process_start,TA0002,T1059
95b2d1ba-f445-43ed-acb0-9bbbdaaad0bc,2026-01-16T14:01:11.845239+00:00,alice,win-01,10.0.0.11,process_start,TA0002,T1059.003
a514091f-fc21-4c87-8ec8-611d113061f2,2026-01-16T14:01:15.449797+00:00,bob,win-03,10.0.0.11,user_login,TA0001,T1078
d08d5370-4bd0-4f3c-b54d-726e630c1461,2026-01-16T14:01:18.299057+00:00,admin,win-01,10.0.0.12,process_start,TA0002,T1059.003
d7b0bd56-95f7-4e7b-9c62-419afb204a8b,2026-01-16T14:01:23.071324+00:00,alice,win-03,10.0.0.10,process_start,TA0002,T1059.003
7b4302c5-9429-4414-93f9-2a4bfa5d3e4f,2026-01-16T14:01:26.993444+00:00,alice,win-02,10.0.0.10,process_start,TA0002,T1059.001
406b5226-7658-4eb5-b737-e80d2a26f927,2026-01-16T14:01:29.682978+00:00,charlie,win-01,10.0.0.11,user_login,TA0001,T1078
77f2de02-96b4-4cb6-b225-5db818edad2c,2026-01-16T14:01:32.227422+00:00,alice,win-03,10.0.0.11,process_start,TA0002,T1059.003
d3992d21-568f-4bce-8698-5c8e76fd8e86,2026-01-16T14:01:34.720510+00:00,bob,win-01,10.0.0.10,user_login,TA0001,T1078
98a5dd3f-de88-4317-9783-1131ce493b3f,2026-01-16T14:01:37.747073+00:00,charlie,win-03,10.0.0.11,user_login,TA0001,T1078
4945f7fc-1f75-4957-ba29-894abc5fe419,2026-01-16T14:01:41.307473+00:00,alice,win-03,10.0.0.12,user_login,TA0001,T1078
e0f675e2-ca62-46a7-8f62-0ad744fd04ad,2026-01-16T14:01:44.938888+00:00,alice,win-02,10.0.0.10,process_start,TA0002,T1059.003
9bd9de8f-e40e-4a58-8ee1-4e5f846a99f6,2026-01-16T14:01:46.982052+00:00,charlie,win-02,10.0.0.10,process_start,TA0002,T1059.001
18cef335-7b35-4c40-b64e-8d0395ed0e8b,2026-01-16T14:01:49.342622+00:00,admin,win-03,10.0.0.10,process_start,TA0002,T1059.001
f8854aba-e601-49a9-8d5e-05f3c1fe10ae,2026-01-16T14:01:52.089335+00:00,admin,win-03,10.0.0.10,user_login,TA0006,T1110
6799920b-ac3a-4da5-9e50-4c2c3f47fbb3,2026-01-16T14:01:53.940106+00:00,alice,win-02,10.0.0.11,process_start,TA0002,T1059
5ffb7410-717a-4441-95aa-c818e385ef41,2026-01-16T14:01:58.896905+00:00,admin,win-01,10.0.0.12,process_start,TA0002,T1059.001
